Label,Message,Message_Length,Word_Count,Sentence_Count,Transformed_Message,Clean_Length
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,40,9,2,much fight good nite,20
ham,Nt joking seriously i told,26,5,1,nt joke serious told,20
ham,Watching ajith film ah?,23,4,1,watch ajith film ah,19
ham,Ooooooh I forgot to tell u I can get on yoville on my phone,59,14,1,ooooooh forgot tell u get yovil phone,37
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",104,20,2,done hand dont know mega shop asda count celebr that im,55
ham,I dont know exactly could you ask chechi.,41,8,2,dont know exactli could ask chechi,34
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.,50,13,2,dunno lei shd b drive lor co go sch hr oni,42
ham,As in i want custom officer discount oh.,40,8,2,want custom offic discount oh,29
ham,That's necessarily respectful,29,3,1,that necessarili respect,24
ham,Hi. Hope you had a good day. Have a better night.,49,11,4,hi hope good day better night,29
ham,And he's apparently bffs with carly quick now,45,8,1,he appar bff carli quick,24
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,163,26,11,hard true much show amp express love someonethat much hurt leav get seperatedö´óû¬ud even,92
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,86,21,1,babe think got ur brolli left english wil bring mrw u luv franxx,64
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,129,27,1,hi babe thank come even though didnt go welli want bed hope see soon love kiss xxx,82
ham,So gd got free ice cream... I oso wan...,40,9,7,gd got free ice cream oso wan,29
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,69,11,3,pl give prometazin syrup ml ltgt min later feed,47
ham,So how many days since then?,28,6,1,mani day sinc,13
ham,Dear are you angry i was busy dear,34,8,1,dear angri busi dear,20
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,162,36,7,yup msg tat yiju tot group mate co meet today mah im askin ì leav earlier wat mah co mayb ì haf walk v far,106
ham,... Are you in the pub?,23,6,4,pub,3
ham,There is a first time for everything :),39,8,1,first time everyth,18
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",82,19,4,daddi shu shu look u u wan tell ure singapor wat,48
ham,I ask if u meeting da ge tmr nite...,36,9,4,ask u meet da ge tmr nite,25
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,80,15,3,gr handl victoria island traffic plu when album due,51
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,81,17,1,nite nite pocay wocay luv u n e thing eva promis ring u morrowxxxx,66
ham,East coast,10,2,1,east coast,10
ham,You should get more chicken broth if you want ramen unless there's some I don't know about,90,17,1,get chicken broth want ramen unless there dont know,51
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,112,23,1,slave want take pictur today bright light cell phone bright light,65
ham,Nope. I just forgot. Will show next week,40,8,3,nope forgot show next week,26
ham,So how are you really. What are you up to. How's the masters. And so on.,72,16,5,realli how master,17
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),82,18,1,im bruce amp fowler im mom car cant park long stori,51
ham,I dont know oh. Hopefully this month.,37,7,3,dont know oh hope month,23
ham,"Hi elaine, is today's meeting confirmed?",40,6,1,hi elain today meet confirm,27
ham,Ok k..sry i knw 2 siva..tats y i askd..,39,9,7,ok ksri knw sivatat askd,24
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,84,20,7,u horribl gal u knew dat go wif yest n u still come n ask,57
ham,Oh yeah! And my diet just flew out the window,45,10,1,oh yeah diet flew window,24
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,106,19,2,santa call would littl one like call santa xma eve call book time,65
ham,You didnt complete your gist oh.,32,6,2,didnt complet gist oh,21
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",97,22,1,er yeah b sorri tell pubcaf sit come wen u,42
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",102,20,1,make time tonight whenev cool text whenev your around,53
ham,If I was I wasn't paying attention,34,7,1,wasnt pay attent,16
ham,Thanx a lot 4 ur help!,22,6,1,thanx lot ur help,17
ham,You're gonna have to be way more specific than that,51,10,1,your gonna way specif,21
ham,Jesus armand really is trying to tell everybody he can find,59,11,1,jesu armand realli tri tell everybodi find,42
ham,I'm wif him now buying tix lar...,33,7,4,im wif buy tix lar,18
ham,Mode men or have you left.,26,6,2,mode men left,13
ham,Am slow in using biola's fne,28,6,1,slow use biola fne,18
ham,"\What are youdoing later? Sar xxx\""""",36,6,1,youdo later sar xxx,19
ham,Hey i've booked the 2 lessons on sun liao...,44,9,4,hey ive book lesson sun liao,28
ham,Thank you. do you generally date the brothas?,45,8,2,thank gener date brotha,23
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",90,19,2,way make sure u get train worc foreg street shrub hill fun night x,66
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",99,21,2,thought id get watch co that kind thing u getanth love much,59
spam,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,163,31,7,guarante award mayb even å£ cash claim ur award call free legitimat efreefon number wat u think,95
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,70,13,3,good morn repair shopth reason im hour,38
ham,"And that's fine, I got enough bud to last most of the night at least",68,15,1,that fine got enough bud last night least,41
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,104,22,3,back good journey let know need receipt shall tell like pendent,63
ham,So that takes away some money worries,37,7,1,take away money worri,21
ham,"aight we can pick some up, you open before tonight?",51,10,1,aight pick open tonight,23
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!",70,12,1,latest news polic station toilet stolen cop noth go,51
ham,Sac needs to carry on:),23,5,1,sac need carri,14
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,251,44,5,sing hu think also import find someon femal know place well prefer citizen also smart help navig even thing like choos phone plan requir guidanc doubt ask especi girl,166
ham,What???? Hello wats talks email address?,40,6,1,hello wat talk email address,28
ham,Except theres a chick with huge boobs.,38,7,2,except there chick huge boob,28
ham,Im just wondering what your doing right now?,44,8,1,im wonder right,15
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,101,18,4,wish beauti day moment reveal even thing keep smile enjoy,57
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",112,16,4,sparkl shop break per person call visit,39
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,120,24,1,hear loud scream ltgt minut caus gyno shove thing dont belong,61
ham,Ok i thk i got it. Then u wan me 2 come now or wat?,51,15,2,ok thk got u wan come wat,25
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,147,26,3,txt call claim reward hour talk time use phone subscribegbpmnth inc hr stoptxtstop,82
ham,U GOIN OUT 2NITE?,17,4,1,u goin nite,11
ham,I will treasure every moment we spend together...,49,8,4,treasur everi moment spend togeth,33
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway,89,18,1,shall bring us bottl wine keep us amus joke iû÷ll bring one anyway,67
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,85,5,4,httptm widelivecomindex wmlidadafirsttrueåác c ringtoneåá,57
spam,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",143,25,3,urgent last weekend draw show å£ cash spanish holiday call claim tc rstm sw ss ppm,82
ham,I thought slide is enough.,26,5,2,thought slide enough,20
ham,Well obviously not because all the people in my cool college life went home ;_;,79,15,1,well obvious peopl cool colleg life went home,45
ham,Ok lor Ì_ reaching then message me.,35,7,2,ok lor ì reach messag,21
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,122,26,1,where mummi boy good bad posit neg mummi made wait hmmmm,56
ham,Dhoni have luck to win some big title.so we will win:),54,11,2,dhoni luck win big titleso win,30
ham,Yes princess! I want to please you every night. Your wish is my command...,74,14,5,ye princess want pleas everi night wish command,47
ham,No probably  &lt;#&gt; %.,25,4,2,probabl ltgt,12
ham,Really do hope the work doesnt get stressful. Have a gr8 day.,61,12,3,realli hope work doesnt get stress gr day,41
ham,Have you seen who's back at Holby?!,35,7,1,seen who back holbi,19
ham,Shall call now dear having food,31,6,1,shall call dear food,20
spam,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,149,27,1,urgent tri contact last weekend draw show u å£ prize guarante call claim code k valid hr p pm,93
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,79,14,7,li hai bore da lectur repeat last week stuff wast time,54
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",169,39,4,pick variou point go yeovil motor project hour u take home max easi,67
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,135,28,1,also fuck famili go rhode island wherev fuck leav alon week new bong gt,71
ham,Ofcourse I also upload some songs,33,6,1,ofcours also upload song,24
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,145,28,5,p per min call germani bt line p per min check planettalkinstantcom info ts cs text stop opt,92
ham,Oh thanks a lot..i already bought 2 eggs ..,43,9,5,oh thank loti alreadi bought egg,32
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.,65,14,2,u studi sch go home anyway ill b go sch later,45
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,161,30,3,marvel mobil play offici ultim spiderman game å£ ur mobil right text spider game send u free ball wallpap,105
ham,I think if he rule tamilnadu..then its very tough for our people.,65,12,4,think rule tamilnaduthen tough peopl,36
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",155,34,3,cool shall go see go tip anyway home got someth drop later let go town tonight mayb mum take us,95
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",118,27,10,good afternoon love goe day sleep hope well boytoy think,56
ham,Yes... I trust u to buy new stuff ASAP so I can try it out,58,15,4,ye trust u buy new stuff asap tri,33
ham,Why did I wake up on my own &gt;:(,34,9,1,wake gt,7
ham,Now get step 2 outta the way. Congrats again.,45,9,3,get step outta way congrat,26
